SED_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SED30001,25577,26992,52573,13816,7874,21685,3143,7446,10592,775,909,1687,1208,1249,2462,18948,17475,36423,5107,7935,13042,6.4,7.1,6.8,74.1,64.7,69.3,69.3,60.1,64.6,492,602,1091,211,457,668,1886,3111,4995,2002,3390,5384,7920,4156,12078,242,433,679,457,719,1180,8627,5306,13932,24898,25685,50582,6337,6699,13036,13765,14044,27806,15697,16617,32316
SED30002,20499,21764,42267,10732,6562,17289,2507,5318,7827,539,733,1268,1120,1036,2160,14895,13652,28547,4732,7261,11991,7.5,7.6,7.6,72.7,62.7,67.5,67.2,58,62.4,1013,935,1955,203,397,600,2438,3363,5802,1698,2330,4025,4884,2493,7379,175,323,494,292,521,809,5348,3339,8684,20722,21463,42185,3951,4197,8153,12874,13279,26157,10483,11122,21604
SED30003,18029,18827,36848,9696,5836,15540,2485,5542,8026,461,606,1060,759,593,1355,13398,12586,25978,3833,5416,9253,5.7,4.7,5.2,74.3,66.9,70.5,70.1,63.7,66.8,1718,1584,3299,581,957,1539,4370,5195,9563,1662,1963,3622,2764,1333,4097,145,162,306,198,301,504,3110,1801,4904,17623,18147,35765,3741,3578,7316,11202,11991,23187,9414,9031,18443
SED30004,17336,19098,36427,8518,5295,13812,2214,4807,7027,431,618,1049,770,593,1362,11932,11317,23249,4669,7023,11692,6.5,5.2,5.9,68.8,59.3,63.8,64.4,56.1,60.1,1052,949,1996,370,539,910,2975,3699,6678,1711,1988,3700,3692,1739,5436,131,215,350,264,399,664,4092,2356,6442,16958,18424,35380,2957,3174,6130,11572,12596,24170,7663,8342,16009
SED30005,23525,24938,48463,10886,7789,18678,3175,6586,9760,776,816,1591,1153,892,2039,15985,16082,32066,5585,6980,12571,7.2,5.5,6.4,67.9,64.5,66.2,63.1,60.9,62,801,1020,1821,366,727,1090,2616,4376,6990,2200,3069,5270,6747,2992,9740,233,323,551,401,597,999,7381,3913,11297,21408,21974,43380,5228,5774,11001,13003,13128,26133,12604,13810,26415
SED30006,22639,23397,46037,10239,5569,15805,2469,5846,8309,748,766,1510,836,781,1620,14284,12960,27243,6560,8716,15272,5.9,6,5.9,63.1,55.4,59.2,59.4,52.1,55.7,395,448,848,199,414,612,1337,2524,3859,1458,2565,4023,6492,3136,9623,221,446,664,414,620,1039,7129,4198,11323,21238,21848,43084,4563,4857,9426,14086,14158,28241,10411,11255,21667
SED30007,29476,27967,57447,13615,9981,23598,4316,5829,10146,694,766,1462,1547,1346,2891,20168,17924,38094,5688,6857,12546,7.7,7.5,7.6,68.4,64.1,66.3,63.2,59.3,61.3,2978,2667,5645,717,1097,1814,7779,8184,15961,2361,2394,4756,3072,1603,4677,199,244,442,311,351,671,3587,2208,5793,17176,16011,33189,10180,10276,20458,7437,7046,14484,19644,18941,38583
SED30008,20804,23782,44588,7823,5296,13119,2692,5087,7778,474,570,1038,1000,907,1908,11994,11858,23850,7058,9943,16999,8.3,7.6,8,57.7,49.9,53.5,52.8,46.1,49.2,628,651,1274,188,338,529,1968,2928,4894,1682,2636,4311,5453,2548,7998,172,324,498,390,680,1075,6016,3555,9573,16911,18794,35710,4721,5335,10062,9437,10552,19990,11535,12971,24505
SED30009,18877,21415,40291,8299,4805,13104,2644,6204,8847,488,563,1053,851,845,1695,12284,12414,24698,5503,7927,13432,6.9,6.8,6.9,65.1,58,61.3,60.6,54,57.1,714,690,1403,329,589,919,2324,3561,5884,1813,2597,4410,5075,2643,7717,154,289,445,342,574,910,5565,3509,9073,17326,19224,36550,4352,4928,9278,10324,11267,21591,10640,12185,22831
SED30010,20396,21989,42388,11628,8088,19709,2558,5526,8083,466,737,1197,785,693,1482,15429,15042,30471,3581,5578,9154,5.1,4.6,4.9,75.6,68.4,71.9,71.8,65.3,68.4,1531,1581,3115,513,936,1444,4554,5780,10334,1859,2379,4239,3738,1744,5482,132,179,309,228,394,619,4096,2317,6412,17842,18837,36681,5144,5562,10706,10078,10681,20758,11950,12745,24694
SED30011,16988,18890,35880,5601,3404,9009,1887,3814,5701,411,427,841,1192,850,2036,9088,8503,17589,6526,8959,15488,13.1,10,11.6,53.5,45,49,46.5,40.5,43.3,186,167,355,115,203,314,874,1607,2479,741,1323,2067,4479,2347,6825,246,368,614,291,369,662,5017,3088,8108,15468,16809,32271,3383,3629,7011,10221,10927,21148,7767,8720,16488
SED30012,28394,29911,58314,14241,8627,22870,3298,6519,9819,898,998,1897,1866,1909,3780,20309,18055,38366,6081,9814,15899,9.2,10.6,9.9,71.5,60.4,65.8,64.9,54,59.3,690,754,1446,256,439,700,2282,3430,5713,2110,3172,5280,6995,4395,11386,398,553,954,510,710,1224,7898,5655,13556,27576,28114,55697,7744,8160,15906,14486,14362,28848,18176,19454,37626
SED30013,21008,18857,39861,9597,4961,14560,1782,4357,6142,687,646,1328,897,720,1614,12963,10684,23652,5794,6594,12393,6.9,6.7,6.8,61.7,56.7,59.3,57.4,52.8,55.3,257,286,545,137,256,388,1074,1940,3010,874,1356,2231,5584,2181,7762,201,320,518,262,358,614,6043,2855,8899,17953,16994,34946,3557,3315,6866,12283,11562,23847,8286,7883,16174
SED30014,20039,22382,42425,9128,5813,14940,2825,6016,8844,537,680,1223,848,693,1543,13342,13208,26548,5277,7620,12896,6.4,5.2,5.8,66.6,59,62.6,62.3,55.9,58.9,603,770,1372,227,535,761,2434,3582,6020,1697,2632,4328,5637,2596,8230,145,261,411,313,592,909,6095,3450,9546,18063,19499,37564,4075,4595,8666,11072,11856,22927,10318,11478,21801
SED30015,19978,19968,39946,6933,3955,10885,2049,4373,6421,558,509,1067,1107,848,1957,10652,9684,20332,7847,8923,16770,10.4,8.8,9.6,53.3,48.5,50.9,47.8,44.3,46,293,302,597,174,364,535,1068,2156,3227,1107,1722,2828,6015,2376,8390,226,373,598,309,459,766,6551,3210,9757,18754,18417,37172,3308,3477,6782,12602,12032,24636,8761,9196,17958
SED30016,24329,25275,49601,9429,6711,16142,3123,5602,8721,728,735,1469,1533,1150,2681,14811,14197,29011,6428,8103,14530,10.4,8.1,9.2,60.9,56.2,58.5,54.6,51.6,53.1,569,709,1277,246,504,751,2396,3568,5960,1819,2435,4252,5665,2819,8484,326,428,753,366,541,906,6359,3788,10145,19582,20043,39628,5646,6006,11656,11671,11798,23469,12459,13223,25684
SED30017,19095,18125,37220,8045,4059,12107,1625,3841,5465,673,591,1261,755,577,1326,11097,9064,20163,5948,7352,13296,6.8,6.4,6.6,58.1,50,54.2,54.2,46.8,50.6,142,168,309,75,246,322,702,1563,2265,754,1374,2124,4426,2035,6457,211,351,568,314,374,693,4953,2762,7714,18024,17160,35191,2833,2857,5688,12905,12195,25101,6876,6830,13702
SED30018,20074,22038,42111,7793,4269,12063,2528,5517,8044,586,642,1227,887,811,1700,11793,11242,23034,7034,9521,16552,7.5,7.2,7.4,58.7,51,54.7,54.3,47.3,50.7,445,472,916,241,451,694,1710,2698,4415,1626,2432,4056,5993,2804,8793,174,339,520,355,623,983,6529,3763,10292,18003,19365,37371,4475,4910,9389,10714,11377,22094,10947,12119,23065
SED30019,18589,19542,38132,9581,5692,15272,2339,5269,7608,539,653,1194,894,729,1621,13353,12346,25694,4487,6450,10932,6.7,5.9,6.3,71.8,63.2,67.4,67,59.4,63.1,358,449,803,185,372,556,1579,2407,3990,1481,2211,3695,5925,2813,8739,195,332,527,291,502,790,6413,3642,10060,18730,19081,37808,3027,3212,6234,13023,13176,26200,7867,8398,16272
SED30020,19536,21286,40824,10531,6810,17337,2537,5745,8284,485,665,1152,756,650,1409,14306,13875,28173,4348,6570,10922,5.3,4.7,5,73.2,65.2,69,69.4,62.1,65.6,1241,1184,2427,427,731,1159,3719,4766,8491,1838,2310,4147,4143,1791,5935,113,213,326,262,436,704,4521,2441,6959,19347,20535,39873,3654,3993,7650,12643,13543,26191,9448,10136,19582
SED30021,21316,22648,43966,11328,8017,19338,2938,5460,8399,549,653,1203,837,748,1580,15651,14875,30521,4081,6221,10306,5.3,5,5.2,73.4,65.7,69.4,69.5,62.4,65.8,1689,1604,3295,553,836,1387,4991,5945,10935,1979,2374,4351,3220,1666,4886,141,191,329,309,398,702,3668,2258,5922,17433,18304,35738,5387,5748,11133,9917,10505,20427,12241,13035,25276
SED30022,19760,21619,41382,9388,5663,15050,2433,5544,7973,497,551,1047,772,670,1439,13092,12419,25514,5647,8035,13680,5.9,5.4,5.6,66.3,57.4,61.7,62.3,54.4,58.2,749,628,1379,317,498,816,2283,3037,5322,1979,2637,4618,5281,2495,7778,146,293,438,338,598,933,5771,3380,9147,18569,19808,38373,3825,4059,7882,12050,12780,24831,9745,10576,20319
SED30023,22301,22246,44544,11277,5713,16989,2373,5831,8205,762,804,1566,916,780,1702,15325,13132,28462,5321,7603,12924,6,5.9,6,68.7,59,63.9,64.6,55.5,60.1,418,415,837,157,365,520,1575,2537,4113,1302,1998,3301,6098,3002,9102,250,391,645,343,508,847,6689,3897,10594,21836,21712,43548,4203,4340,8536,14077,13922,27998,10443,10699,21143
SED30024,20153,19654,39805,7594,4990,12585,2069,3765,5835,708,645,1351,1221,911,2132,11594,10317,21906,6096,7136,13233,10.5,8.8,9.7,57.5,52.5,55,51.5,47.8,49.7,219,304,519,121,306,432,1029,1881,2906,1016,1563,2575,5180,2377,7557,378,496,872,348,377,728,5902,3248,9154,19427,18718,38143,3581,3674,7257,13630,13042,26667,7839,7915,15748
SED30025,27851,30029,57875,13097,7449,20545,3227,7096,10324,765,818,1589,1380,1426,2802,18463,16792,35259,7168,10944,18105,7.5,8.5,7.9,66.3,55.9,60.9,61.4,51.2,56.1,636,684,1322,247,450,690,2243,3291,5529,2236,3582,5822,7646,3897,11543,275,470,739,529,882,1412,8449,5243,13700,24600,25649,50249,7830,8526,16351,12813,13047,25863,17803,19380,37180
SED30026,19389,21010,40394,7887,4761,12644,2868,5721,8586,553,645,1203,847,662,1504,12154,11788,23943,5786,7711,13501,7,5.6,6.3,62.7,56.1,59.3,58.3,53,55.5,498,585,1081,214,431,644,1966,2982,4949,1589,2498,4084,5631,2463,8091,110,275,384,361,586,943,6095,3324,9422,17489,18308,35799,3768,4100,7869,11251,11688,22941,9257,10131,19385
SED30027,19602,18848,38446,7759,4354,12108,1886,4202,6082,704,625,1329,850,720,1574,11191,9900,21090,6408,7175,13584,7.6,7.3,7.5,57.1,52.5,54.9,52.8,48.7,50.8,280,283,561,155,291,443,1069,2037,3106,915,1600,2520,5277,2214,7486,205,321,526,257,432,690,5736,2962,8705,17486,17312,34798,3475,3733,7210,11346,11013,22363,8434,8903,17335
SED30028,17638,19132,36772,9578,5840,15419,2217,5449,7665,453,628,1080,721,578,1295,12968,12495,25463,3958,5881,9840,5.6,4.6,5.1,73.5,65.3,69.2,69.4,62.3,65.7,862,791,1649,358,676,1035,2774,3856,6635,1860,2283,4142,4332,2026,6360,140,201,346,258,383,648,4736,2612,7348,17757,18700,36460,3142,3385,6526,12118,12865,24986,7942,8497,16438
SED30029,17405,18380,35785,8925,5064,13985,2280,5404,7680,477,647,1123,718,571,1288,12389,11678,24075,4351,6012,10371,5.8,4.9,5.3,71.2,63.5,67.3,67.1,60.5,63.7,964,914,1870,477,750,1225,2989,3943,6931,1821,2133,3960,4125,1866,5993,129,195,322,262,431,696,4522,2490,7010,18459,19006,37462,2616,2692,5306,12924,13207,26132,7233,7683,14913
SED30030,22208,23762,45966,10858,6382,17243,3065,6568,9632,601,716,1317,1079,1039,2125,15600,14710,30306,5250,7654,12904,6.9,7.1,7,70.2,61.9,65.9,65.4,57.5,61.3,484,538,1025,211,429,643,1779,2978,4759,1750,2937,4684,6502,3376,9875,218,345,562,372,633,1009,7085,4358,11445,21660,22379,44044,4332,4751,9081,13345,13629,26975,11431,12490,23924
SED30031,21875,20785,42661,11430,5146,16575,1884,5062,6951,765,631,1396,1756,1319,3068,15835,12155,27990,4343,7139,11488,11.1,10.9,11,72.4,58.5,65.6,64.4,52.1,58.4,309,314,629,198,310,511,1409,2400,3814,1253,1571,2824,7836,3112,10946,240,442,678,316,404,715,8387,3950,12339,20487,19225,39713,4998,5265,10263,12117,11166,23278,11961,11884,23849
SED30032,22482,22459,44946,8728,4820,13552,2880,5889,8766,682,683,1372,924,883,1811,13212,12285,25500,7780,8757,16539,7,7.2,7.1,58.8,54.7,56.7,54.7,50.7,52.7,465,521,991,275,523,802,1578,2728,4302,1645,2625,4265,6366,3114,9479,231,396,631,369,589,962,6965,4100,11068,20393,20741,41138,4125,4399,8522,13188,13114,26302,10349,11152,21500
SED30033,18377,20138,38519,9648,6698,16350,2665,5148,7819,456,704,1157,796,653,1448,13573,13206,26774,3794,5827,9624,5.9,4.9,5.4,73.9,65.6,69.5,69.5,62.3,65.7,1494,1571,3065,532,877,1410,4274,5558,9824,1576,2021,3601,3228,1462,4690,150,189,337,193,354,551,3569,2010,5576,16650,17852,34502,4236,4508,8744,10402,11077,21477,9713,10517,20233
SED30034,16488,15241,31735,9134,4674,13812,1280,3544,4822,690,650,1337,560,496,1054,11666,9363,21032,2743,4292,7036,4.8,5.3,5,70.8,61.4,66.3,67.3,58.2,62.9,149,196,350,97,228,329,815,1804,2622,736,1150,1890,4525,1885,6412,194,301,496,236,291,528,4959,2475,7432,15320,14293,29619,3133,3219,6351,9651,8615,18273,7526,7635,15160
SED30035,19715,20607,40324,6469,3446,9919,2224,4674,6894,570,540,1114,1007,819,1824,10270,9473,19742,7745,9490,17238,9.8,8.6,9.2,52.1,46,49,47,42,44.5,248,276,521,155,333,485,1008,1891,2898,1162,2070,3240,5714,2736,8446,265,395,657,356,493,846,6331,3620,9952,18408,18683,37093,3477,3739,7213,12252,12225,24478,8671,9379,18046
SED30036,20847,23350,44195,5534,3741,9273,2283,4422,6702,483,508,989,1258,1040,2299,9557,9711,19269,9605,11888,21492,13.2,10.7,11.9,45.8,41.6,43.6,39.8,37.1,38.4,299,339,641,198,402,602,1221,2209,3435,1406,2029,3437,5941,3016,8952,243,367,607,389,615,1005,6572,3997,10565,18274,19924,38195,4340,4930,9272,11178,12015,23197,10749,12171,22923
SED30037,21500,20574,42081,10013,5408,15422,2064,5064,7125,737,714,1454,1056,797,1856,13877,11978,25857,5776,7039,12814,7.6,6.7,7.2,64.5,58.2,61.4,59.6,54.4,57,187,299,488,113,309,426,1075,2157,3235,1104,1790,2892,7018,2875,9897,182,347,529,279,404,685,7479,3630,11115,20237,19042,39282,3972,4126,8099,13148,12224,25367,9594,9785,19376
SED30038,23556,22436,45993,8660,5207,13872,2572,4494,7068,554,647,1206,1477,1252,2730,13264,11605,24874,8590,9064,17654,11.1,10.8,11,56.3,51.7,54.1,50,46.1,48.2,526,539,1063,180,291,470,1704,2400,4107,1376,1963,3340,4280,2420,6704,229,358,585,315,432,752,4822,3211,8033,20523,21292,41821,3919,3853,7766,13598,14072,27671,9419,9777,19189
SED30039,20397,21915,42311,8338,5122,13464,3283,5553,8837,474,676,1148,1206,1195,2403,13305,12544,25851,6020,8290,14307,9.1,9.5,9.3,65.2,57.2,61.1,59.3,51.8,55.4,3195,2681,5873,524,874,1405,5666,6381,12050,1345,1691,3040,1690,978,2669,110,174,280,179,275,454,1981,1423,3406,16135,17082,33214,6280,6633,12911,8732,9330,18064,13219,13885,27102
SED30040,19890,21115,40999,8920,5258,14177,2200,4606,6802,540,669,1204,1149,1023,2170,12798,11554,24354,5800,8216,14017,9,8.9,8.9,64.3,54.7,59.4,58.6,49.9,54.1,306,360,663,185,351,534,1282,2160,3441,1345,2055,3404,5653,3078,8736,239,413,653,313,467,779,6209,3962,10168,18917,19701,38620,4213,4429,8642,11808,12279,24089,10025,10673,20700
SED30041,21063,21840,42907,9258,5389,14641,2203,4939,7140,610,637,1240,1080,997,2073,13145,11952,25098,6405,8388,14790,8.2,8.3,8.3,62.4,54.7,58.5,57.3,50.2,53.7,282,358,638,178,355,530,1136,2034,3172,1422,2069,3489,6032,3218,9247,273,422,689,344,557,900,6645,4195,10836,20050,20589,40635,4231,4502,8741,13010,12971,25984,9898,10875,20774
SED30042,19860,21363,41222,10283,5937,16221,2217,5377,7600,577,669,1244,1067,1026,2096,14140,13015,27158,4618,7193,11812,7.5,7.9,7.7,71.2,60.9,65.9,65.8,56.1,60.8,340,363,706,187,408,599,1410,2359,3768,1666,2322,3988,6010,3318,9325,239,355,593,346,532,876,6600,4200,10797,19522,20167,39682,4232,4680,8910,12021,12324,24346,10425,11371,21794
