2017 State General Election,Algester,"LANYON, Darryl",ONP,"5,055"
2017 State General Election,Algester,"PATTISON, Clinton",LNP,"6,025"
2017 State General Election,Algester,"ENOCH, Leeanne",ALP,"14,424",winner
2017 State General Election,Algester,"O'BRIEN, Patsy",GRN,"2,277"
2017 State General Election,Aspley,"MELLISH, Bart",ALP,"12,046",winner
2017 State General Election,Aspley,"HANSEN, James",GRN,"3,037"
2017 State General Election,Aspley,"ROSS, Steve",,235
2017 State General Election,Aspley,"SKILBECK, Neil",CR,458
2017 State General Election,Aspley,"BYRNE, Shaun",ONP,"3,081"
2017 State General Election,Aspley,"DAVIS, Tracy",LNP,"12,757"
2017 State General Election,Aspley,"KING, Zachary",,494
2017 State General Election,Bancroft,"GRANT, Barry",,"1,425"
2017 State General Election,Bancroft,"THOMAS, Kara",LNP,"7,631"
2017 State General Election,Bancroft,"DEJUN, Simone",GRN,"1,772"
2017 State General Election,Bancroft,"WHITING, Chris",ALP,"12,252",winner
2017 State General Election,Bancroft,"BOULIS, Christopher",ONP,"5,438"
2017 State General Election,Barron River,"TROUT, Michael",LNP,"8,686"
2017 State General Election,Barron River,"HODGETTS, Andrew",,826
2017 State General Election,Barron River,"BOYD, Cameron",GRN,"3,551"
2017 State General Election,Barron River,"CRAWFORD, Craig",ALP,"9,497",winner
2017 State General Election,Barron River,"TONKIN, Cheryl",,"1,039"
2017 State General Election,Barron River,"SCHEBELLA, Andrew",ONP,"4,760"
2017 State General Election,Bonney,"O'CONNOR, Sam",LNP,"11,405",winner
2017 State General Election,Bonney,"NIGHTINGALE, Ron",,"1,095"
2017 State General Election,Bonney,"HOLZBERGER, Rowan",ALP,"9,279"
2017 State General Election,Bonney,"JAVANMARD, Amin",GRN,"2,540"
2017 State General Election,Bonney,"BUEGGE, Robert",,"1,680"
2017 State General Election,Broadwater,"BALL, Brenden",ONP,"5,959"
2017 State General Election,Broadwater,"KWON, Daniel",GRN,"1,908"
2017 State General Election,Broadwater,"CRISAFULLI, David",LNP,"13,499",winner
2017 State General Election,Broadwater,"FLORI, Peter",ALP,"6,477"
2017 State General Election,Buderim,"MICKELBERG, Brent",LNP,"10,911",winner
2017 State General Election,Buderim,"MACKENZIE, Ken",ALP,"6,638"
2017 State General Election,Buderim,"DICKSON, Steve",ONP,"8,452"
2017 State General Election,Buderim,"BURTON, Tracy",GRN,"3,587"
2017 State General Election,Bulimba,"LE GOULLON, Bernadette",,642
2017 State General Election,Bulimba,"JELL, Angus",,471
2017 State General Election,Bulimba,"WARD, Fiona",LNP,"11,080"
2017 State General Election,Bulimba,"FARMER, Di",ALP,"15,678",winner
2017 State General Election,Bulimba,"JODELL, Felicity",GRN,"4,211"
2017 State General Election,Bundaberg,"CORBETT, Alan",,681
2017 State General Election,Bundaberg,"SMITH, Richard William",,248
2017 State General Election,Bundaberg,"GLASS, Richard",,313
2017 State General Election,Bundaberg,"BUCHANAN, Marianne",GRN,"1,050"
2017 State General Election,Bundaberg,"DONALDSON, Leanne",ALP,"10,232"
2017 State General Election,Bundaberg,"BATT, David",LNP,"10,578",winner
2017 State General Election,Bundaberg,"TRUSCOTT, Jane",ONP,"6,681"
2017 State General Election,Bundamba,"HERBERT, Patrick",LNP,"3,949"
2017 State General Election,Bundamba,"LIN, Shan-Ju",,"1,413"
2017 State General Election,Bundamba,"JUDD, Trevor",,"1,338"
2017 State General Election,Bundamba,"DUNCAN, Michelle",GRN,"2,842"
2017 State General Election,Bundamba,"MILLER, Jo-Ann",ALP,"13,883",winner
2017 State General Election,Bundamba,"PETERSEN, Patricia",,"2,599"
2017 State General Election,Burdekin,"LAST, Dale",LNP,"9,274",winner
2017 State General Election,Burdekin,"COX, Sam",ONP,"8,587"
2017 State General Election,Burdekin,"BING, Mathew",GRN,880
2017 State General Election,Burdekin,"BRUNKER, Michael",ALP,"10,524"
2017 State General Election,Burleigh,"HART, Michael",LNP,"13,717",winner
2017 State General Election,Burleigh,"BURGOYNE, Peter",GRN,"4,434"
2017 State General Election,Burleigh,"HISLOP, Gail",ALP,"9,435"
2017 State General Election,Burnett,"BENNETT, Stephen",LNP,"12,570",winner
2017 State General Election,Burnett,"LYNCH, Ashley",ONP,"7,907"
2017 State General Election,Burnett,"ROBERTS, Tim",GRN,"1,646"
2017 State General Election,Burnett,"HARVEY, Lee",ALP,"7,491"
2017 State General Election,Cairns,"HODGE, Ian",ONP,"4,157"
2017 State General Election,Cairns,"MCDONALD, Aaron",GRN,"2,290"
2017 State General Election,Cairns,"HEALY, Michael",ALP,"8,649",winner
2017 State General Election,Cairns,"PYNE, Rob",,"5,440"
2017 State General Election,Cairns,"MARINO, Sam",LNP,"7,871"
2017 State General Election,Callide,"BAKER, Jaiben",GRN,987
2017 State General Election,Callide,"RADEL, Robbie",KAP,"3,761"
2017 State General Election,Callide,"BLACKWOOD, Darren",ALP,"6,404"
2017 State General Election,Callide,"BOYCE, Colin",LNP,"9,663",winner
2017 State General Election,Callide,"ANDERSON, Sandra",,682
2017 State General Election,Callide,"LOHSE, Sharon",ONP,"7,408"
2017 State General Election,Caloundra,"JONES, Rod",ONP,"6,576"
2017 State General Election,Caloundra,"HUNT, Jason",ALP,"8,348"
2017 State General Election,Caloundra,"FINCH, Marcus",GRN,"3,098"
2017 State General Election,Caloundra,"MCARDLE, Mark",LNP,"11,068",winner
2017 State General Election,Capalaba,"TAYLOR, Paul",ONP,"6,049"
2017 State General Election,Capalaba,"BROWN, Don",ALP,"13,292",winner
2017 State General Election,Capalaba,"LEAFE, Cameron",LNP,"7,863"
2017 State General Election,Capalaba,"LAVENDER, Jason",,"1,200"
2017 State General Election,Capalaba,"SANDERSON, Joshua",GRN,"2,617"
2017 State General Election,Chatsworth,"MINNIKIN, Steve",LNP,"14,993",winner
2017 State General Election,Chatsworth,"KEENE, Paul",ALP,"11,442"
2017 State General Election,Chatsworth,"NELSON, Dave",GRN,"3,655"
2017 State General Election,Clayfield,"NICHOLLS, Tim",LNP,"15,359",winner
2017 State General Election,Clayfield,"OGDEN, Claire",GRN,"6,190"
2017 State General Election,Clayfield,"ANTHONY, Philip",ALP,"10,559"
2017 State General Election,Condamine,"HUYBREGTS, Brendon",ALP,"5,848"
2017 State General Election,Condamine,"TURNBULL, Chris",GRN,"1,616"
2017 State General Election,Condamine,"ASHMAN, Frank",ONP,"7,709"
2017 State General Election,Condamine,"WEIR, Pat",LNP,"13,554",winner
2017 State General Election,Condamine,"HILL, John",KAP,"3,694"
2017 State General Election,Cook,"JOHNSON, Penny",LNP,"4,475"
2017 State General Election,Cook,"SACKLEY, Jen",ONP,"4,639"
2017 State General Election,Cook,"MATHEWS, Brynn",GRN,"1,703"
2017 State General Election,Cook,"RASMUSSEN, Gordon",KAP,"4,278"
2017 State General Election,Cook,"LUI, Cynthia",ALP,"10,105",winner
2017 State General Election,Coomera,"CRANDON, Michael",LNP,"11,535",winner
2017 State General Election,Coomera,"JOHNSON, Christopher",ALP,"9,158"
2017 State General Election,Coomera,"PIGDON, Ronald",ONP,"5,998"
2017 State General Election,Coomera,"KERWIN, Tayla",GRN,"2,620"
2017 State General Election,Cooper,"WILTSHIRE, Robert",,960
2017 State General Election,Cooper,"JONES, Kate",ALP,"13,205",winner
2017 State General Election,Cooper,"WALTERS, Reece",GRN,"6,666"
2017 State General Election,Cooper,"SHEARMAN, Robert",LNP,"11,510"
2017 State General Election,Currumbin,"STUCKEY, Jann",LNP,"13,215",winner
2017 State General Election,Currumbin,"SEMPLE, Andrew",,"1,375"
2017 State General Election,Currumbin,"LEADER, Georgi",ALP,"9,874"
2017 State General Election,Currumbin,"WYATT, David",GRN,"3,249"
2017 State General Election,Everton,"MANDER, Tim",LNP,"16,756",winner
2017 State General Election,Everton,"CLINCH, Bridget",GRN,"3,997"
2017 State General Election,Everton,"GREENE, David",ALP,"11,616"
2017 State General Election,Ferny Grove,"WORLD, Elizabeth",GRN,"4,820"
2017 State General Election,Ferny Grove,"ELSTON, Nick",LNP,"12,446"
2017 State General Election,Ferny Grove,"FURNER, Mark",ALP,"12,590",winner
2017 State General Election,Ferny Grove,"FOO, Lisa",,"1,208"
2017 State General Election,Gaven,"CRAMP, Sid",LNP,"12,210"
2017 State General Election,Gaven,"SCANLON, Meaghan",ALP,"11,406",winner
2017 State General Election,Gaven,"SPAIN, Sally",GRN,"2,866"
2017 State General Election,Gladstone,"CONAGLEN, Chay",LNP,"3,113"
2017 State General Election,Gladstone,"BUTCHER, Glenn",ALP,"17,307",winner
2017 State General Election,Gladstone,"BAKER, Peta",GRN,998
2017 State General Election,Gladstone,"LOHSE, Amy",ONP,"5,497"
2017 State General Election,Glass House,"BELL-HENSELIN, Tracey",ONP,"6,525"
2017 State General Election,Glass House,"POWELL, Andrew",LNP,"10,221",winner
2017 State General Election,Glass House,"MUREAU, Sue",,765
2017 State General Election,Glass House,"HAMPSTEAD, Brent",ALP,"7,557"
2017 State General Election,Glass House,"WEBER, Sue",GRN,"3,705"
2017 State General Election,Greenslopes,"HUML, Victor",GRN,"6,498"
2017 State General Election,Greenslopes,"KELLY, Joe",ALP,"12,930",winner
2017 State General Election,Greenslopes,"KAYE, Ian",LNP,"11,110"
2017 State General Election,Gregory,"WESTON, Norman",GRN,645
2017 State General Election,Gregory,"MILLAR, Lachlan",LNP,"9,556",winner
2017 State General Election,Gregory,"HIGGINS, Mark",ONP,"5,113"
2017 State General Election,Gregory,"CURRIE, Bruce",,"1,376"
2017 State General Election,Gregory,"KERRIGAN, Dave",ALP,"4,422"
2017 State General Election,Gympie,"DOBSON, Chelle",ONP,"9,444"
2017 State General Election,Gympie,"MCWILLIAM, Tracey",ALP,"7,109"
2017 State General Election,Gympie,"KENNEDY-PERRIMAN, Roxanne",GRN,"1,809"
2017 State General Election,Gympie,"PERRETT, Tony",LNP,"11,829",winner
2017 State General Election,Gympie,"REARDON, Donna",,"1,574"
2017 State General Election,Hervey Bay,"CAMERON, Jenni",GRN,"1,619"
2017 State General Election,Hervey Bay,"TANTARI, Adrian",ALP,"9,282"
2017 State General Election,Hervey Bay,"SORENSEN, Ted",LNP,"12,049",winner
2017 State General Election,Hervey Bay,"HUXHAM, Damian",ONP,"8,059"
2017 State General Election,Hervey Bay,"DEAN, Jannean",,937
2017 State General Election,Hill,"O'BRIEN, Diana",ALP,"5,923"
2017 State General Election,Hill,"QUAGLIATA, Mario",LNP,"7,136"
2017 State General Election,Hill,"KLOOT, Johanna",GRN,"2,052"
2017 State General Election,Hill,"TUXFORD, Chester Gordon",,243
2017 State General Election,Hill,"KNUTH, Shane",KAP,"15,065",winner
2017 State General Election,Hill,"WORTH, Stewart",,857
2017 State General Election,Hinchinbrook,"RAFFLES, Peter",,"1,316"
2017 State General Election,Hinchinbrook,"BELL, Margaret",ONP,"6,232"
2017 State General Election,Hinchinbrook,"BURNESS, Lyle",GRN,917
2017 State General Election,Hinchinbrook,"DAMETTO, Nick",KAP,"5,929",winner
2017 State General Election,Hinchinbrook,"JACOB, Paul",ALP,"5,384"
2017 State General Election,Hinchinbrook,"CRIPPS, Andrew",LNP,"8,523"
2017 State General Election,Inala,"PALASZCZUK, Annastacia",ALP,"18,558",winner
2017 State General Election,Inala,"MCFARLANE, Leanne",LNP,"5,651"
2017 State General Election,Inala,"SIDHU, Nav Singh",GRN,"3,097"
2017 State General Election,Ipswich,"ROBERTS, Malcolm",ONP,"7,106"
2017 State General Election,Ipswich,"CASWELL, Andrew",LNP,"3,712"
2017 State General Election,Ipswich,"MORRISSEY, Brett",GRN,"2,319"
2017 State General Election,Ipswich,"AGGETT, Troy",,757
2017 State General Election,Ipswich,"HOWARD, Jennifer",ALP,"12,815",winner
2017 State General Election,Ipswich West,"MADDEN, Jim",ALP,"13,560",winner
2017 State General Election,Ipswich West,"TRUSSELL, Brad",ONP,"8,078"
2017 State General Election,Ipswich West,"MULLER, Keith",GRN,"2,303"
2017 State General Election,Ipswich West,"O'NEILL, Anna",LNP,"4,746"
2017 State General Election,Jordan,"MULLEN, Charis",ALP,"11,026",winner
2017 State General Election,Jordan,"PUCCI, Michael",ONP,"5,255"
2017 State General Election,Jordan,"MURRAY, Duncan",LNP,"4,012"
2017 State General Election,Jordan,"HODGSON, Steve",,"2,293"
2017 State General Election,Jordan,"ERVIK, Peter",CR,489
2017 State General Election,Jordan,"CUTCLIFFE, Phil",,"2,682"
2017 State General Election,Jordan,"PURCELL, Steven",GRN,"2,068"
2017 State General Election,Kawana,"JESSOP, Michael",,"1,472"
2017 State General Election,Kawana,"MOSS, Mark",ALP,"7,415"
2017 State General Election,Kawana,"SPENDLOVE, Annette",GRN,"3,058"
2017 State General Election,Kawana,"DAVEY, Jeremy",,887
2017 State General Election,Kawana,"BLEIJIE, Jarrod",LNP,"16,268",winner
2017 State General Election,Keppel,"LOTH, Matt",ONP,"7,865"
2017 State General Election,Keppel,"LAUGA, Brittany",ALP,"13,304",winner
2017 State General Election,Keppel,"MULLBRICK, Clancy",GRN,"2,039"
2017 State General Election,Keppel,"BLUNDELL, Peter",LNP,"7,691"
2017 State General Election,Kurwongbah,"HADDOCK, Karen",ONP,"6,452"
2017 State General Election,Kurwongbah,"COOK, Allan",LNP,"7,247"
2017 State General Election,Kurwongbah,"DOHERTY, Rachel",GRN,"2,519"
2017 State General Election,Kurwongbah,"KING, Shane",ALP,"12,255",winner
2017 State General Election,Kurwongbah,"PROHASKA, Thor",,"1,134"
2017 State General Election,Lockyer,"MCDONALD, Jim",LNP,"10,377",winner
2017 State General Election,Lockyer,"SAVAGE, Jim",ONP,"9,960"
2017 State General Election,Lockyer,"SIMONS, Ian",GRN,"1,317"
2017 State General Election,Lockyer,"LINCOLN, Nicole",ALP,"6,635"
2017 State General Election,Lockyer,"PARR, Tony",,683
2017 State General Election,Logan,"VICARIO, Gloria",LNP,"4,968"
2017 State General Election,Logan,"JENKINSON, Liam",GRN,"1,327"
2017 State General Election,Logan,"BANNAN, Scott",ONP,"8,387"
2017 State General Election,Logan,"COX, Danielle",,616
2017 State General Election,Logan,"POWER, Linus",ALP,"11,488",winner
2017 State General Election,Logan,"MURPHY, Daniel",,360
2017 State General Election,Lytton,"PEASE, Joan",ALP,"15,416",winner
2017 State General Election,Lytton,"STRAHAN, Karren",LNP,"7,663"
2017 State General Election,Lytton,"BLACK, Suzanne",ONP,"4,854"
2017 State General Election,Lytton,"AUSTIN, Ken",GRN,"3,573"
2017 State General Election,Macalister,"NEHRING, Gabi",GRN,"1,851"
2017 State General Election,Macalister,"MUSGRAVE, Ben",CR,917
2017 State General Election,Macalister,"BRADLEY, Greg",,522
2017 State General Election,Macalister,"VAN MANEN, Judi",LNP,"7,421"
2017 State General Election,Macalister,"JOHNSTON, Hetty",,"6,448"
2017 State General Election,Macalister,"CLANCY, Janelle",,480
2017 State General Election,Macalister,"MCMAHON, Melissa",ALP,"10,210",winner
2017 State General Election,McConnel,"FORSTER, Jamie",LNP,"10,017"
2017 State General Election,McConnel,"DOBINSON, John",,283
2017 State General Election,McConnel,"GRACE, Grace",ALP,"9,238",winner
2017 State General Election,McConnel,"EMANUEL, Kamala",,217
2017 State General Election,McConnel,"LOVEJOY, Kirsten",GRN,"7,436"
2017 State General Election,McConnel,"GILMOUR, Edward",,242
2017 State General Election,Mackay,"KEIOSKIE, Jeff",ONP,"7,009"
2017 State General Election,Mackay,"McCANN, Martin",,"1,459"
2017 State General Election,Mackay,"GILBERT, Julieanne",ALP,"13,281",winner
2017 State General Election,Mackay,"JENNINGS, Elliot",GRN,"1,542"
2017 State General Election,Mackay,"BATZLOFF, Nicole",LNP,"7,657"
2017 State General Election,Maiwar,"BERKMAN, Michael",GRN,"8,850",winner
2017 State General Election,Maiwar,"DIAMOND, Anita",,888
2017 State General Election,Maiwar,"KING, Ali",ALP,"8,772"
2017 State General Election,Maiwar,"EMERSON, Scott",LNP,"13,352"
2017 State General Election,Mansfield,"WALKER, Ian",LNP,"11,610"
2017 State General Election,Mansfield,"BELL, Barbara",GRN,"3,263"
2017 State General Election,Mansfield,"MCMILLAN, Corrine",ALP,"11,375",winner
2017 State General Election,Mansfield,"SYMES, Neil",ONP,"2,631"
2017 State General Election,Maroochydore,"MCGLONE, Julie",ALP,"7,157"
2017 State General Election,Maroochydore,"SIMPSON, Fiona",LNP,"12,661",winner
2017 State General Election,Maroochydore,"YOUNG, Cam",ONP,"4,592"
2017 State General Election,Maroochydore,"BRYAR, Daniel",GRN,"3,936"
2017 State General Election,Maryborough,"CURRIE, Roger M",,919
2017 State General Election,Maryborough,"KINGSTON, Richard",LNP,"5,671"
2017 State General Election,Maryborough,"HANSEN, James",ONP,"9,546"
2017 State General Election,Maryborough,"SAUNDERS, Bruce",ALP,"14,208",winner
2017 State General Election,Maryborough,"ARMSTRONG, Craig",GRN,"1,102"
2017 State General Election,Mermaid Beach,"BLUNDELL-THORNTON, Joshua",ALP,"6,646"
2017 State General Election,Mermaid Beach,"HECKE, Mona",,"3,162"
2017 State General Election,Mermaid Beach,"WAINWRIGHT, Helen",GRN,"2,599"
2017 State General Election,Mermaid Beach,"ALLPORT, Ric",,541
2017 State General Election,Mermaid Beach,"BERIC, Saraya",,"1,286"
2017 State General Election,Mermaid Beach,"PEAD, Gary",,391
2017 State General Election,Mermaid Beach,"STEVENS, Ray",LNP,"12,232",winner
2017 State General Election,Miller,"KIPPEN, Belinda",LNP,"10,969"
2017 State General Election,Miller,"STARR, Ted",,"1,033"
2017 State General Election,Miller,"BAILEY, Mark",ALP,"11,403",winner
2017 State General Election,Miller,"CLARKE, Deniz",GRN,"6,567"
2017 State General Election,Mirani,"LATTER, Kerry",LNP,"7,753"
2017 State General Election,Mirani,"ANDREW, Stephen",ONP,"9,234",winner
2017 State General Election,Mirani,"PEARCE, Jim",ALP,"10,592"
2017 State General Election,Mirani,"CARLISLE, Christine",GRN,"1,247"
2017 State General Election,Moggill,"MCCANE, Lawson",GRN,"6,479"
2017 State General Election,Moggill,"RAYWARD, Amy",CR,"1,215"
2017 State General Election,Moggill,"JONES, Evan",ALP,"8,212"
2017 State General Election,Moggill,"ROWAN, Christian",LNP,"15,085",winner
2017 State General Election,Morayfield,"SNOW, Jason",LNP,"5,744"
2017 State General Election,Morayfield,"RYAN, Mark",ALP,"13,101",winner
2017 State General Election,Morayfield,"JANULEWICZ, Jamie",,837
2017 State General Election,Morayfield,"BEHRENS, Gavin",GRN,"1,727"
2017 State General Election,Morayfield,"HANSEN, Rodney",ONP,"7,223"
2017 State General Election,Mount Ommaney,"MULKEARNS, Jenny",GRN,"4,211"
2017 State General Election,Mount Ommaney,"SMITH, Tarnya",LNP,"11,270"
2017 State General Election,Mount Ommaney,"EUGARDE, Ian",ONP,"2,250"
2017 State General Election,Mount Ommaney,"PUGH, Jess",ALP,"13,215",winner
2017 State General Election,Mudgeeraba,"TAYLOR, Paul",ALP,"6,977"
2017 State General Election,Mudgeeraba,"PEAD, Jill",,385
2017 State General Election,Mudgeeraba,"LIDDELL, Andrew",ONP,"5,288"
2017 State General Election,Mudgeeraba,"SHERWOOD, Bill",,625
2017 State General Election,Mudgeeraba,"DUNCAN, Rod",GRN,"2,763"
2017 State General Election,Mudgeeraba,"BATES, Ros",LNP,"13,695",winner
2017 State General Election,Mulgrave,"SAMPERI, Karina",LNP,"6,287"
2017 State General Election,Mulgrave,"PITT, Curtis",ALP,"13,256",winner
2017 State General Election,Mulgrave,"BERTUCH, Sue",ONP,"6,158"
2017 State General Election,Mulgrave,"MURRAY, Carmel",GRN,"1,857"
2017 State General Election,Mundingburra,"EASZON, Dennis",,468
2017 State General Election,Mundingburra,"CHARLWOOD, Mal",ONP,"4,652"
2017 State General Election,Mundingburra,"BROWN, Jenny",GRN,"2,130"
2017 State General Election,Mundingburra,"ABRAHAM, Mike",KAP,"3,874"
2017 State General Election,Mundingburra,"VIRGO, Geoff",,360
2017 State General Election,Mundingburra,"O'ROURKE, Coralee",ALP,"8,768",winner
2017 State General Election,Mundingburra,"DERLAGEN, Matthew",LNP,"7,290"
2017 State General Election,Mundingburra,"BIRRELL, Alan R",,365
2017 State General Election,Murrumba,"MILES, Steven",ALP,"14,111",winner
2017 State General Election,Murrumba,"DARE, Scott",ONP,"6,002"
2017 State General Election,Murrumba,"KENNEDY, Jason",GRN,"2,841"
2017 State General Election,Murrumba,"GULLEY, Reg",LNP,"7,953"
2017 State General Election,Nanango,"HARBISON, John",GRN,"1,658"
2017 State General Election,Nanango,"FRECKLINGTON, Deb",LNP,"15,053",winner
2017 State General Election,Nanango,"GRANT, Douglas",ONP,"8,606"
2017 State General Election,Nanango,"RANKIN, Ben",ALP,"6,044"
2017 State General Election,Nicklin,"HUNT, Marty",LNP,"8,732",winner
2017 State General Election,Nicklin,"TYRRELL, Mick",GRN,"3,413"
